order_id,customer_age,region,membership,channel,category,price,quantity,amount
O00768,31.0,인천,silver,web,식품,89900.0,1,89900.0
O00540,30.0,서울,basic,web,패션,29900.0,1,29900.0
O01025,44.0,대구,gold,app,도서,9900.0,2,19800.0
O00425,50.0,서울,gold,app,뷰티,9900.0,1,9900.0
O00443,44.0,서울,gold,web,도서,89900.0,2,179800.0
O01270,41.0,서울,silver,app ,패션,89900.0,3,269700.0
O00605,36.0,서울,gold,web,가전,19900.0,1,19900.0
O00805,38.0,경기,vip,web,도서,9900.0,1,9900.0
O01088,51.0,서울,silver,app,뷰티,49900.0,1,49900.0
O01100,45.0,서울,basic,web,식품,249900.0,2,499800.0
O00623,44.0,서울,vip,web,도서,9900.0,1,9900.0
O00563,41.0,서울,gold,web,패션,19900.0,2,39800.0
O01226,21.0,경기,basic,app,가전,19900.0,3,59700.0
O00648,41.0,부산,basic,web,패션,19900.0,2,39800.0
O01458,38.0,부산,gold,web,뷰티,19900.0,1,19900.0
O00851,34.0,서울,silver,web,도서,29900.0,1,29900.0
O01232,38.0,서울,basic,app,식품,49900.0,1,49900.0
O01244,37.0,인천,basic,web,가전,89900.0,2,179800.0
O00225,36.0,서울,silver,web,뷰티,249900.0,3,749700.0
O00050,51.0,서울,silver,web,패션,49900.0,2,99800.0
O00297,32.0,부산,silver,app,가전,29900.0,2,59800.0
O00365,46.0,대구,vip,app ,뷰티,19900.0,1,19900.0
O01071,39.0,서울,basic,web,가전,19900.0,1,19900.0
O00842,37.0,부산,basic,web,도서,29900.0,3,89700.0
O00492,42.0,경기,basic,app,도서,9900.0,1,9900.0
O00479,33.0,대구,gold,web,패션,29900.0,1,29900.0
O00623,44.0,서울,vip,web,도서,9900.0,1,9900.0
O00608,38.0,서울,vip,web,가전,19900.0,2,39800.0
O00801,46.0,부산,gold,web,가전,9900.0,1,9900.0
O01430,31.0,인천,basic,app,뷰티,9900.0,2,19800.0
O00940,32.0,경기,basic,web,가전,129900.0,1,129900.0
O01046,25.0,경기,basic,web,도서,29900.0,2,59800.0
O00747,31.0,서울,basic,app,도서,9900.0,1,9900.0
O00704,20.0,서울,basic,app,가전,49900.0,1,49900.0
O00212,26.0,부산,basic,app,도서,19900.0,2,39800.0
O00510,,부산,basic,web,패션,19900.0,1,19900.0
O00349,33.0,서울,gold,web,도서,49900.0,1,49900.0
O00052,40.0,부산,silver,web,도서,249900.0,1,249900.0
O00098,35.0,경기,basic,web,가전,29900.0,3,89700.0
O01033,26.0,서울,basic,web,식품,89900.0,1,89900.0
O01111,48.0,인천,gold,app,식품,19900.0,1,19900.0
O00089,6.0,인천,basic,app,식품,129900.0,2,
O01392,31.0,서울,silver,app,도서,19900.0,2,39800.0
O00770,43.0,인천,silver,web,식품,29900.0,2,59800.0
O00940,32.0,경기,basic,web,가전,129900.0,1,129900.0
O00710,36.0,부산,vip,APP,식품,19900.0,2,39800.0
O01088,51.0,서울,silver,app,뷰티,49900.0,1,49900.0
O01160,45.0,서울,silver,app,가전,29900.0,1,29900.0
O01361,19.0,대구,gold,web,도서,19900.0,2,39800.0
O01386,36.0,서울,vip,app,도서,19900.0,1,19900.0
O01373,30.0,인천,gold,web,도서,9900.0,3,29700.0
O01232,38.0,서울,basic,app,식품,49900.0,1,49900.0
O00123,35.0,서울,silver,web,가전,29900.0,1,29900.0
O01446,36.0,서울,basic,APP,패션,49900.0,1,49900.0
O01338,38.0,부산,basic,app ,식품,19900.0,2,39800.0
O01440,41.0,부산,basic,web,뷰티,89900.0,2,
O01315,26.0,경기,silver,APP,식품,89900.0,1,89900.0
O00977,44.0,경기,basic,web,뷰티,9900.0,1,9900.0
O00299,38.0,경기,basic,web,뷰티,49900.0,1,
O00549,33.0,경기,silver,web,식품,29900.0,1,29900.0
O00535,35.0,부산,silver,web,식품,129900.0,3,389700.0
O00020,,서울,vip,app,뷰티,9900.0,3,29700.0
O01120,41.0,서울,basic,app,도서,19900.0,3,59700.0
O01070,22.0,서울,vip,app,패션,249900.0,1,249900.0
O00010,25.0,부산,gold,web,패션,89900.0,1,89900.0
O00150,22.0,서울,silver,web,가전,19900.0,1,19900.0
O00421,30.0,부산,silver,app,식품,249900.0,1,249900.0
O00755,28.0,서울,gold,web,식품,249900.0,1,249900.0
O00936,41.0,서울,basic,app,패션,49900.0,1,49900.0
O01001,45.0,서울,gold,app,패션,19900.0,2,39800.0
O01364,23.0,경기,silver,app,패션,129900.0,1,129900.0
O01020,39.0,서울,silver,web,가전,9900.0,1,9900.0
O01061,34.0,인천,gold,web,식품,29900.0,2,59800.0
O00359,20.0,대구,gold,app,식품,29900.0,1,29900.0
O00020,,서울,vip,app,뷰티,9900.0,3,29700.0
O01209,33.0,서울,basic,web,가전,9900.0,2,19800.0
O00393,30.0,서울,gold,app,뷰티,9900.0,3,29700.0
O01405,24.0,부산,silver,APP,식품,19900.0,1,19900.0
O00719,36.0,서울,gold,web,패션,19900.0,1,19900.0
O01074,41.0,서울,basic,app,패션,9900.0,1,9900.0
O01076,34.0,경기,silver,app,가전,29900.0,2,59800.0
O00116,40.0,인천,silver,app,가전,89900.0,2,179800.0
O00196,34.0,서울,basic,app,뷰티,29900.0,2,59800.0
O01104,38.0,대구,basic,web,가전,9900.0,1,9900.0
O00899,24.0,서울,silver,app,뷰티,19900.0,1,19900.0
O01303,36.0,서울,vip,app,도서,29900.0,1,29900.0
O00262,33.0,대구,gold,app,패션,49900.0,1,49900.0
O01158,35.0,인천,gold,app,뷰티,9900.0,1,9900.0
O00723,30.0,서울,basic,app ,식품,29900.0,1,
O00358,46.0,경기,basic,web,패션,89900.0,1,
O01374,40.0,경기,basic,web,패션,19900.0,1,19900.0
O00141,40.0,대구,silver,web,패션,19900.0,1,19900.0
O00221,18.0,부산,basic,app,가전,49900.0,1,49900.0
O00391,51.0,대구,basic,web,도서,19900.0,1,19900.0
O00045,25.0,서울,vip,app,패션,29900.0,3,89700.0
O00518,23.0,인천,gold,web,가전,49900.0,2,99800.0
O00913,51.0,경기,basic,web,패션,19900.0,1,19900.0
O00831,41.0,서울,basic,web,식품,89900.0,2,179800.0
O00411,24.0,서울,basic,web,도서,9900.0,3,29700.0
O01364,23.0,경기,silver,app,패션,129900.0,1,129900.0
O00614,30.0,서울,gold,app,가전,19900.0,1,19900.0
O00154,26.0,경기,basic,web,도서,9900.0,2,19800.0
O01150,35.0,인천,basic,app,뷰티,19900.0,1,19900.0
O00549,33.0,경기,silver,web,식품,29900.0,1,29900.0
O00726,49.0,인천,basic,app ,가전,9900.0,2,19800.0
O00275,28.0,경기,gold,app,패션,19900.0,2,39800.0
O00606,31.0,경기,basic,web,식품,29900.0,1,29900.0
O01295,36.0,인천,basic,web,식품,19900.0,3,59700.0
O00065,18.0,서울,gold,app,패션,129900.0,1,129900.0
O00088,19.0,경기,basic,web,패션,9900.0,2,
O01383,26.0,대구,basic,app,뷰티,49900.0,2,99800.0
O00097,25.0,경기,basic,APP,도서,129900.0,2,259800.0
O00498,37.0,서울,basic,app,뷰티,49900.0,1,49900.0
O01107,17.0,서울,basic,APP,패션,29900.0,2,59800.0
O00990,8.0,인천,basic,app,패션,19900.0,1,19900.0
O00080,36.0,서울,silver,app ,뷰티,29900.0,3,89700.0
O00925,28.0,경기,basic,APP,가전,19900.0,1,19900.0
O01429,38.0,경기,gold,web,도서,29900.0,1,29900.0
O00859,34.0,경기,silver,web,뷰티,49900.0,1,49900.0
O01233,37.0,서울,basic,web,식품,29900.0,2,59800.0
O00775,36.0,부산,vip,app,패션,89900.0,2,179800.0
O00423,28.0,서울,silver,app,도서,49900.0,2,99800.0
O01433,34.0,경기,basic,web,패션,129900.0,1,129900.0
O00254,43.0,서울,basic,web,패션,9900.0,1,9900.0
O00903,34.0,서울,basic,app ,뷰티,29900.0,1,29900.0
O00754,39.0,서울,gold,app,패션,89900.0,2,179800.0
O01366,28.0,서울,silver,app,뷰티,49900.0,2,99800.0
O00106,33.0,서울,silver,web,뷰티,19900.0,2,39800.0
O00677,34.0,서울,basic,web,가전,129900.0,3,389700.0
O00234,38.0,경기,basic,web,도서,9900.0,1,9900.0
O00064,50.0,서울,basic,app,도서,49900.0,2,99800.0
O01129,46.0,서울,basic,web,식품,89900.0,1,89900.0
O00724,35.0,부산,basic,web,뷰티,249900.0,2,499800.0
O00765,57.0,서울,silver,web,식품,49900.0,3,149700.0
O00635,38.0,서울,silver,web,패션,49900.0,2,99800.0
O00976,25.0,서울,gold,app ,도서,19900.0,1,19900.0
O00040,46.0,경기,silver,app,식품,29900.0,2,59800.0
O00191,29.0,서울,basic,web,식품,129900.0,3,389700.0
O01110,30.0,서울,basic,app,뷰티,49900.0,3,149700.0
O00948,48.0,대구,basic,app,도서,19900.0,3,59700.0
O01326,45.0,서울,gold,APP,패션,129900.0,1,129900.0
O01014,34.0,서울,silver,web,식품,9900.0,1,9900.0
O00338,51.0,부산,basic,app,식품,29900.0,2,59800.0
O01235,40.0,부산,vip,web,뷰티,9900.0,2,19800.0
O00093,42.0,부산,basic,web,식품,19900.0,3,59700.0
O00244,37.0,서울,basic,app,패션,19900.0,1,19900.0
O00363,55.0,경기,basic,app,뷰티,89900.0,1,89900.0
O00935,27.0,서울,vip,web,뷰티,9900.0,2,19800.0
O00283,25.0,서울,basic,app,패션,29900.0,2,59800.0
O01471,42.0,경기,basic,app ,패션,29900.0,1,29900.0
O01262,50.0,부산,basic,app,도서,49900.0,1,49900.0
O01058,21.0,경기,basic,web,가전,9900.0,1,9900.0
O00058,21.0,서울,basic,web,뷰티,129900.0,3,389700.0
O01447,34.0,부산,silver,web,패션,19900.0,2,39800.0
O01152,40.0,인천,basic,web,가전,29900.0,1,29900.0
O01494,31.0,서울,basic,app,식품,29900.0,1,29900.0
O00973,48.0,부산,vip,web,뷰티,9900.0,1,9900.0
O00895,54.0,부산,gold,app,패션,19900.0,2,39800.0
O00532,29.0,대구,silver,app,패션,49900.0,1,49900.0
O00595,43.0,인천,basic,web,도서,19900.0,1,19900.0
O00891,28.0,부산,basic,app,뷰티,9900.0,1,9900.0
O01033,26.0,서울,basic,web,식품,89900.0,1,89900.0
O01036,18.0,부산,gold,APP,패션,129900.0,1,129900.0
O00938,43.0,대구,basic,web,가전,29900.0,2,59800.0
O00443,44.0,서울,gold,web,도서,89900.0,2,179800.0
O00920,,서울,basic,app,패션,9900.0,3,29700.0
O01308,51.0,인천,basic,app,도서,19900.0,1,19900.0
O00699,39.0,서울,silver,app ,패션,19900.0,1,19900.0
O00829,36.0,부산,silver,app,도서,249900.0,1,249900.0
O00145,40.0,서울,basic,web,패션,9900.0,1,9900.0
O00261,25.0,경기,basic,web,뷰티,19900.0,2,39800.0
O01328,22.0,부산,basic,APP,도서,29900.0,1,29900.0
O01357,40.0,대구,basic,web,식품,29900.0,3,89700.0
O00190,32.0,서울,gold,app,패션,29900.0,2,59800.0
O01023,26.0,대구,basic,app,뷰티,19900.0,2,39800.0
O00792,54.0,경기,basic,web,가전,19900.0,1,19900.0
O00106,33.0,서울,silver,web,뷰티,19900.0,2,39800.0
O01428,40.0,대구,vip,web,식품,19900.0,3,59700.0
O00866,45.0,경기,basic,web,뷰티,9900.0,2,19800.0
O00082,40.0,경기,basic,app,도서,89900.0,1,89900.0
O01226,21.0,경기,basic,app,가전,19900.0,3,59700.0
O00188,32.0,경기,basic,web,도서,29900.0,1,29900.0
O00897,48.0,서울,basic,web,뷰티,89900.0,2,179800.0
O00009,-3.0,경기,silver,app,식품,19900.0,1,19900.0
O01393,38.0,서울,gold,app,식품,9900.0,1,9900.0
O00907,41.0,인천,basic,app,패션,89900.0,1,89900.0
O01289,55.0,서울,vip,web,뷰티,19900.0,1,19900.0
O00230,47.0,경기,silver,web,패션,49900.0,1,49900.0
O00246,19.0,대구,basic,web,가전,9900.0,1,9900.0
O00873,34.0,경기,silver,web,뷰티,19900.0,3,59700.0
O00687,37.0,경기,gold,app ,가전,19900.0,1,
O00975,42.0,서울,silver,web,도서,89900.0,2,179800.0
O00208,29.0,부산,basic,app,가전,9900.0,2,19800.0
O00823,44.0,서울,silver,app,뷰티,9900.0,1,9900.0
O00818,,서울,basic,app,도서,29900.0,2,59800.0
O00877,44.0,부산,basic,web,가전,89900.0,1,89900.0
O01031,31.0,서울,silver,app,뷰티,9900.0,1,9900.0
O00099,26.0,서울,basic,web,도서,49900.0,3,149700.0
O00096,39.0,경기,silver,app,뷰티,249900.0,3,749700.0
O01074,41.0,서울,basic,app,패션,9900.0,1,9900.0
O00414,32.0,경기,basic,web,도서,249900.0,2,499800.0
O00163,43.0,경기,vip,web,패션,29900.0,1,29900.0
O00951,53.0,경기,basic,web,뷰티,89900.0,1,89900.0
O00631,18.0,부산,basic,app,도서,19900.0,2,39800.0
O00868,52.0,서울,silver,app,패션,9900.0,1,9900.0
O00270,37.0,서울,basic,app,패션,129900.0,1,129900.0
O00909,32.0,서울,vip,app,식품,9900.0,3,29700.0
O01006,29.0,부산,basic,web,패션,19900.0,2,39800.0
O00187,29.0,인천,vip,web,식품,249900.0,3,749700.0
O00429,43.0,서울,silver,app,뷰티,49900.0,2,99800.0
O00765,57.0,서울,silver,web,식품,49900.0,3,149700.0
O00451,27.0,부산,basic,web,패션,29900.0,3,89700.0
O00416,36.0,경기,silver,app,식품,129900.0,1,129900.0
O00307,29.0,경기,silver,web,도서,29900.0,1,29900.0
O01277,27.0,서울,basic,web,뷰티,19900.0,1,19900.0
O00907,41.0,인천,basic,app,패션,89900.0,1,89900.0
O01279,42.0,서울,basic,web,패션,19900.0,1,
O00171,36.0,부산,basic,app,식품,19900.0,2,
O00300,42.0,서울,basic,app,뷰티,29900.0,1,29900.0
O00555,36.0,인천,gold,web,패션,9900.0,1,9900.0
O01284,29.0,서울,gold,web,패션,9900.0,1,9900.0
O01118,31.0,인천,basic,web,식품,29900.0,3,89700.0
O01473,40.0,인천,gold,web,패션,19900.0,1,19900.0
O01005,36.0,인천,basic,web,식품,49900.0,2,99800.0
O00390,34.0,인천,vip,app,가전,49900.0,1,49900.0
O00651,18.0,서울,basic,app,패션,249900.0,1,249900.0
O00351,35.0,경기,basic,web,패션,29900.0,1,29900.0
O00107,46.0,경기,basic,app,가전,89900.0,1,89900.0
O01362,36.0,서울,basic,app,뷰티,89900.0,1,89900.0
O00723,30.0,서울,basic,app ,식품,29900.0,1,
O01474,19.0,경기,silver,web,도서,29900.0,3,89700.0
O00896,38.0,서울,basic,app,도서,19900.0,1,19900.0
O00911,36.0,경기,silver,web,뷰티,29900.0,2,59800.0
O01010,35.0,경기,gold,web,뷰티,129900.0,2,259800.0
O00239,39.0,경기,basic,app,패션,49900.0,2,99800.0
O00624,32.0,경기,basic,app,식품,29900.0,3,89700.0
O00798,45.0,경기,basic,web,도서,249900.0,1,249900.0
O00148,32.0,경기,gold,app,뷰티,89900.0,1,89900.0
O00321,,경기,basic,app,뷰티,29900.0,1,29900.0
O01253,43.0,서울,basic,web,뷰티,9900.0,1,9900.0
O00396,25.0,대구,silver,APP,식품,19900.0,2,39800.0
O01302,35.0,대구,vip,app ,뷰티,19900.0,1,19900.0
O00028,42.0,경기,basic,app,패션,9900.0,1,9900.0
O00381,50.0,서울,silver,web,뷰티,29900.0,1,29900.0
O00980,20.0,경기,gold,web,식품,29900.0,1,29900.0
O01042,22.0,부산,gold,web,도서,19900.0,1,19900.0
O00937,37.0,서울,basic,web,뷰티,29900.0,1,29900.0
O00592,48.0,경기,vip,web,뷰티,249900.0,1,249900.0
O00496,5.0,서울,silver,web,도서,49900.0,1,49900.0
O00434,33.0,서울,silver,web,패션,19900.0,1,19900.0
O00197,21.0,부산,basic,app ,도서,9900.0,1,9900.0
O00743,35.0,부산,silver,app,가전,29900.0,1,29900.0
O00270,37.0,서울,basic,app,패션,129900.0,1,129900.0
O00467,29.0,서울,basic,web,뷰티,19900.0,1,19900.0
O01415,29.0,경기,basic,web,도서,129900.0,2,259800.0
O01240,45.0,서울,basic,web,패션,19900.0,1,19900.0
O00534,35.0,경기,vip,web,도서,29900.0,1,
O01243,23.0,부산,basic,app,도서,19900.0,2,39800.0
O01361,19.0,대구,gold,web,도서,19900.0,2,39800.0
O01170,29.0,서울,basic,web,도서,19900.0,2,39800.0
O01408,24.0,인천,basic,web,뷰티,19900.0,3,59700.0
O00934,24.0,경기,basic,web,패션,19900.0,1,19900.0
O00570,23.0,서울,basic,app,도서,249900.0,1,249900.0
O00639,10.0,서울,basic,web,패션,49900.0,2,
O00688,18.0,서울,gold,web,가전,29900.0,3,89700.0
O00185,28.0,서울,basic,app,식품,29900.0,2,59800.0
O01017,33.0,서울,basic,app,가전,89900.0,1,89900.0
O01187,32.0,부산,basic,web,도서,29900.0,2,59800.0
O01303,36.0,서울,vip,app,도서,29900.0,1,29900.0
O01281,40.0,경기,basic,web,패션,89900.0,2,179800.0
O00897,48.0,서울,basic,web,뷰티,89900.0,2,179800.0
O00837,35.0,대구,basic,app ,뷰티,9900.0,2,19800.0
O00436,46.0,부산,gold,web,패션,29900.0,1,29900.0
O01176,32.0,경기,basic,APP,도서,29900.0,1,29900.0
O00688,18.0,서울,gold,web,가전,29900.0,3,89700.0
O00192,36.0,인천,silver,app ,가전,89900.0,1,89900.0
O00977,44.0,경기,basic,web,뷰티,9900.0,1,9900.0
O01011,55.0,서울,basic,web,패션,29900.0,1,29900.0
O00431,44.0,서울,silver,app,식품,19900.0,1,19900.0
O01215,40.0,부산,basic,app,패션,249900.0,1,249900.0
O00627,38.0,경기,silver,web,식품,19900.0,1,19900.0
O00235,33.0,서울,basic,web,뷰티,19900.0,2,39800.0
O00567,25.0,서울,basic,app,패션,249900.0,2,499800.0
O00567,25.0,서울,basic,app,패션,249900.0,2,499800.0
O01332,37.0,부산,silver,web,식품,19900.0,3,59700.0
O01160,45.0,서울,silver,app,가전,29900.0,1,29900.0
O00617,29.0,서울,basic,app,식품,19900.0,2,39800.0
O00637,31.0,경기,basic,app ,도서,29900.0,1,29900.0
O00192,36.0,인천,silver,app ,가전,89900.0,1,89900.0
O00321,,경기,basic,app,뷰티,29900.0,1,29900.0
O00500,38.0,대구,basic,app,뷰티,19900.0,3,59700.0
O01497,35.0,경기,basic,web,식품,9900.0,1,9900.0
O00381,50.0,서울,silver,web,뷰티,29900.0,1,29900.0
O00374,31.0,부산,gold,app,패션,129900.0,2,259800.0
O00248,26.0,대구,basic,web,도서,249900.0,1,249900.0
O00332,39.0,부산,silver,app,식품,49900.0,1,49900.0
O00816,47.0,경기,basic,app,식품,89900.0,3,269700.0
O00145,40.0,서울,basic,web,패션,9900.0,1,9900.0
O00167,45.0,서울,basic,app ,식품,19900.0,1,19900.0
O00431,44.0,서울,silver,app,식품,19900.0,1,19900.0
O00060,47.0,서울,vip,APP,가전,29900.0,1,29900.0
O00856,50.0,서울,basic,web,도서,29900.0,1,29900.0
O00538,36.0,서울,basic,web,뷰티,19900.0,2,39800.0
O00767,54.0,부산,silver,app,도서,19900.0,2,39800.0
O00584,27.0,서울,vip,app,패션,89900.0,1,89900.0
O01034,46.0,서울,basic,APP,패션,29900.0,2,59800.0
O00267,41.0,부산,silver,web,식품,49900.0,3,149700.0
O00468,28.0,인천,basic,app,도서,19900.0,1,19900.0
O00055,40.0,경기,basic,app,패션,49900.0,2,99800.0
O00517,47.0,서울,basic,web,식품,19900.0,1,19900.0
O01103,24.0,인천,silver,app,가전,29900.0,1,29900.0
O01394,44.0,경기,silver,web,도서,9900.0,3,29700.0
O00384,31.0,인천,gold,web,가전,19900.0,2,39800.0
O01385,42.0,부산,basic,app,뷰티,49900.0,3,149700.0
O01039,38.0,서울,gold,app,가전,29900.0,2,59800.0
O01094,37.0,경기,silver,app ,가전,89900.0,2,179800.0
O01169,33.0,서울,silver,web,뷰티,19900.0,3,59700.0
O00255,25.0,서울,vip,web,식품,9900.0,3,29700.0
O01500,45.0,인천,gold,web,도서,9900.0,1,9900.0
O00006,999.0,서울,basic,app,뷰티,29900.0,1,29900.0
O00993,27.0,서울,gold,app,뷰티,9900.0,1,9900.0
O00714,19.0,경기,vip,app,패션,9900.0,2,19800.0
O00521,44.0,경기,vip,web,식품,19900.0,1,19900.0
O01139,35.0,경기,vip,app,가전,9900.0,2,19800.0
O00119,40.0,인천,silver,web,뷰티,9900.0,1,9900.0
O00938,43.0,대구,basic,web,가전,29900.0,2,59800.0
O00256,45.0,경기,gold,web,패션,49900.0,2,99800.0
O00606,31.0,경기,basic,web,식품,29900.0,1,29900.0
O00560,50.0,경기,silver,web,도서,29900.0,1,29900.0
O00074,37.0,인천,gold,web,패션,29900.0,2,59800.0
O00169,35.0,서울,basic,app,가전,19900.0,1,19900.0
